Type,Price,Bedrooms,Bathrooms,Area,Furnished,Level,Compound,Payment_Option,Delivery_Date,Delivery_Term,City
Town House,975000,3.0,3.0,230.0,Unknown,Unknown,Unknown,Cash or Installment,soon,Unknown ,New Cairo - El Tagamoa
Town House,500000,4.0,3.0,218.0,No,Unknown,Monte Napoleon,Cash or Installment,Unknown,Finished,Mostakbal City
Town House,6308000,4.0,4.0,278.0,No,Unknown,Mountain View Hyde Park,Cash or Installment,Ready to move,Unknown ,New Cairo - El Tagamoa
Town House,5800000,4.0,4.0,243.0,No,Unknown,Unknown,Cash,Ready to move,Semi Finished,New Cairo - El Tagamoa
Stand Alone Villa,65000000,,,,No,Unknown,Unknown,Cash,Ready to move,Finished,New Cairo - El Tagamoa
Town House,10900000,4.0,3.0,245.0,Unknown,Unknown,Unknown,Unknown Payment,Unknown,Unknown ,New Cairo - El Tagamoa
Town House,1500000,4.0,4.0,390.0,No,Unknown,Unknown,Cash or Installment,Unknown,Finished,6th of October
Stand Alone Villa,20000000,5.0,5.0,735.0,No,Unknown,Rehab City,Cash,Ready to move,Finished,Rehab City
Stand Alone Villa,3750000,3.0,3.0,260.0,No,Unknown,Unknown,Cash or Installment,Ready to move,Finished,Sharm al-Sheikh
Stand Alone Villa,3250000,4.0,4.0,300.0,Unknown,Unknown,Unknown,Cash,Unknown,Finished,Borg al-Arab
Stand Alone Villa,7100000,5.0,4.0,460.0,No,Unknown,Etoile de Ville,Cash,Ready to move,Semi Finished,New Cairo - El Tagamoa
Twin House,8506632,4.0,3.0,270.0,Unknown,Unknown,Unknown,Installment,2025,Semi Finished,Sheikh Zayed
Twin House,2700000,4.0,3.0,385.0,No,Unknown,Palm Hills New Cairo,Cash or Installment,Ready to move,Core & Shell,New Cairo - El Tagamoa
Town House,4000000,3.0,3.0,165.0,No,Unknown,Al Burouj,Cash,Ready to move,Finished,Shorouk City
Twin House,4500000,4.0,6.0,362.0,No,Unknown,Mountain View - Giza Plateau,Cash,Ready to move,Not Finished,Sheikh Zayed
Stand Alone Villa,15500000,4.0,3.0,700.0,Unknown,Unknown,La Nouva Vista,Unknown Payment,Unknown,Finished,New Cairo - El Tagamoa
Stand Alone Villa,3500000,3.0,2.0,200.0,No,Unknown,Unknown,Cash,Unknown,Finished,Maamoura
Town House,4600000,3.0,3.0,240.0,No,Unknown,Madinaty,Cash,Ready to move,Not Finished,Madinaty
Town House,4290893,4.0,3.0,218.0,No,Unknown,Unknown,Cash or Installment,Unknown,Finished,Mostakbal City
Stand Alone Villa,6850000,6.0,5.0,261.0,Unknown,Unknown,Sun Capital,Cash or Installment,soon,Semi Finished,Hadayek 6th of October
Twin House,9100000,4.0,4.0,270.0,No,Unknown,Village West,Installment,2025,Semi Finished,Sheikh Zayed
Stand Alone Villa,25000000,5.0,5.0,,No,Unknown,Katameya Dunes,Cash or Installment,Unknown,Finished,New Cairo - El Tagamoa
Stand Alone Villa,15000000,4.0,4.0,467.0,No,Unknown,Madinaty,Cash,Ready to move,Finished,Madinaty
Stand Alone Villa,2800000,4.0,4.0,119.0,No,Unknown,Unknown,Cash,Ready to move,Finished,Sharm al-Sheikh
Stand Alone Villa,14000000,4.0,4.0,660.0,No,Unknown,Unknown,Cash,Ready to move,Not Finished,Madinaty
Stand Alone Villa,18000000,,,600.0,Unknown,Unknown,Unknown,Cash,Ready to move,Finished,New Cairo - El Tagamoa
Town House,6200000,3.0,3.0,220.0,No,Unknown,Village West,Cash or Installment,2025,Finished,Sheikh Zayed
Twin House,3965000,3.0,4.0,280.0,No,Unknown,Hyde Park New Cairo,Installment,Ready to move,Semi Finished,New Cairo - El Tagamoa
Town House,5100000,5.0,4.0,266.0,No,Unknown,Layan,Cash,Ready to move,Semi Finished,New Cairo - El Tagamoa
Town House,2454417,4.0,3.0,298.0,Unknown,Unknown,Al Burouj,Cash or Installment,Unknown,Finished,New Cairo - El Tagamoa
Stand Alone Villa,5700000,5.0,5.0,390.0,No,Unknown,Mivida,Cash or Installment,Ready to move,Unknown ,New Cairo - El Tagamoa
Stand Alone Villa,10000000,3.0,3.0,267.0,No,Unknown,Madinaty,Cash,Ready to move,Finished,Madinaty
Town House,4500000,3.0,5.0,225.0,No,Unknown,Unknown,Cash,Ready to move,Finished,Sheikh Zayed
Twin House,1900000,4.0,3.0,281.0,Unknown,Unknown,Unknown,Cash or Installment,Unknown,Unknown ,Sheikh Zayed
Town House,4485910,3.0,3.0,205.0,Unknown,Unknown,Mountain View Chillout Park,Unknown Payment,Unknown,Finished,6th of October
Stand Alone Villa,7700000,3.0,3.0,450.0,No,Unknown,Rehab City,Cash,Ready to move,Finished,Rehab City
Town House,10600000,3.0,3.0,247.0,Unknown,Unknown,Haptown,Cash or Installment,Ready to move,Unknown ,New Cairo - El Tagamoa
Town House,7000000,3.0,3.0,238.0,Unknown,Unknown,Madinaty,Cash,Unknown,Finished,Madinaty
Town House,6235000,3.0,3.0,300.0,Unknown,Unknown,Etapa,Installment,soon,Not Finished,Sheikh Zayed
Twin House,3499000,5.0,4.0,452.0,No,Unknown,Unknown,Cash,Ready to move,Unknown ,6th of October
Stand Alone Villa,20000000,4.0,4.0,480.0,No,Unknown,Unknown,Cash,Unknown,Finished,Madinaty
Stand Alone Villa,14500000,4,4,660.0,Unknown,Unknown,Madinaty,Unknown Payment,Unknown,Unknown ,Madinaty
Stand Alone Villa,15000000,4,4,441.0,No,Unknown,Madinaty,Cash,Ready to move,Not Finished,Madinaty
Town House,5000001,5,5,453.0,No,Unknown,Grand Heights,Cash,Ready to move,Finished,6th of October
Stand Alone Villa,18500000,4,6,579.0,Yes,Unknown,Dyar,Unknown Payment,Ready to move,Finished,New Cairo - El Tagamoa
Twin House,8500000,4,4,523.0,No,Unknown,Greens,Cash,Ready to move,Finished,Sheikh Zayed
Twin House,6294775,7,4,330.0,Unknown,Unknown,Palm Hills New Cairo,Cash or Installment,Unknown,Semi Finished,New Cairo - El Tagamoa
Twin House,5100000,3,4,297.0,No,Unknown,Unknown,Cash,Ready to move,Semi Finished,Sheikh Zayed
Twin House,6150000,4,4,465.0,No,Unknown,Royal Meadows,Cash,Ready to move,Semi Finished,Sheikh Zayed
Town House,5200000,3,4,205.0,No,Unknown,Unknown,Installment,2026,Not Finished,Sheikh Zayed
Stand Alone Villa,500000,5,3,375.0,No,Unknown,Sodic East,Installment,Ready to move,Semi Finished,New Cairo - El Tagamoa
Stand Alone Villa,3500000,3,4,,Unknown,Unknown,Unknown,Cash or Installment,Ready to move,Finished,Borg al-Arab
Town House,850000,4,3,285.0,No,Unknown,Unknown,Cash or Installment,Unknown,Not Finished,Madinaty
Stand Alone Villa,8000000,3,3,482.0,No,Unknown,Rehab City,Cash,Ready to move,Finished,Rehab City
Stand Alone Villa,22000000,5,5,560.0,No,Unknown,New Giza,Cash,Ready to move,Semi Finished,6th of October
Stand Alone Villa,450000,4,3,375.0,No,Unknown,Sodic East,Installment,Ready to move,Semi Finished,New Cairo - El Tagamoa
Stand Alone Villa,2000000,5,4,312.0,Unknown,Unknown,Badya Palm Hills,Cash or Installment,Unknown,Unknown ,Sheikh Zayed
Stand Alone Villa,25500000,5,6,615.0,No,Unknown,Madinaty,Cash,Ready to move,Not Finished,Madinaty
Twin House,10000000,6,5,376.0,No,Unknown,Mountain View Hyde Park,Cash,Ready to move,Semi Finished,New Cairo - El Tagamoa
Stand Alone Villa,2300000,4,3,250.0,No,Unknown,Le Jardin,Unknown Payment,Unknown,Semi Finished,Sheikh Zayed
Twin House,7446795,7,4,338.0,Unknown,Unknown,Palm Hills New Cairo,Cash or Installment,Unknown,Semi Finished,New Cairo - El Tagamoa
Stand Alone Villa,8713000,4,4,600.0,Yes,Unknown,Unknown,Cash,Ready to move,Semi Finished,New Heliopolis
Stand Alone Villa,5350000,3,3,231.0,No,Unknown,Madinaty,Cash,Ready to move,Not Finished,Madinaty
Town House,8000000,4,4,245.0,Unknown,Unknown,Unknown,Cash or Installment,Unknown,Finished,New Cairo - El Tagamoa
Town House,13980000,3,3,250.0,Unknown,Unknown,Belle Vie,Installment,2025,Finished,Sheikh Zayed
Stand Alone Villa,7500000,3,3,270.0,No,Unknown,Madinaty,Cash,Ready to move,Not Finished,Madinaty
Stand Alone Villa,1450000,4,3,200.0,Unknown,Unknown,Unknown,Cash or Installment,Ready to move,Finished,New Cairo - El Tagamoa
Town House,8000000,4,4,244.0,No,Unknown,Unknown,Cash or Installment,Unknown,Finished,New Cairo - El Tagamoa
Stand Alone Villa,19000000,6,8,425.0,Yes,Unknown,Royal City,Cash,Ready to move,Finished,Sheikh Zayed
Stand Alone Villa,30000000,8,8,,No,Unknown,Gharb Golf & Extension,Cash,Ready to move,Finished,New Cairo - El Tagamoa
Stand Alone Villa,14000000,4,3,303.0,Unknown,Unknown,Villette,Cash,Unknown,Semi Finished,New Cairo - El Tagamoa
Twin House,6500000,4,4,280.0,No,Unknown,Zayed 2000,Cash,Ready to move,Finished,Sheikh Zayed
Twin House,6500000,4,4,280.0,No,Unknown,Zayed 2000,Cash,Ready to move,Finished,Sheikh Zayed
Stand Alone Villa,9000000,5,4,237.0,No,Unknown,Unknown,Cash,Unknown,Finished,New Cairo - El Tagamoa
Town House,20000000,5,5,302.0,No,Unknown,Uptown Cairo,Unknown Payment,Ready to move,Finished,Mokattam
Stand Alone Villa,8000000,4,3,350.0,No,Unknown,Hyde Park New Cairo,Cash,Ready to move,Semi Finished,New Cairo - El Tagamoa
Twin House,11500000,4,4,300.0,No,Unknown,Villette,Unknown Payment,Unknown,Semi Finished,New Cairo - El Tagamoa
Stand Alone Villa,1108000,4,3,280.0,No,Unknown,Mountain View Chillout Park,Cash or Installment,Unknown,Semi Finished,6th of October
Stand Alone Villa,16000000,4,6,970.0,No,Unknown,Palm Hills Katameya,Cash,Ready to move,Core & Shell,New Cairo - El Tagamoa
Stand Alone Villa,13500000,4,5,660.0,No,Unknown,Al Diyar,Cash,Ready to move,Finished,New Cairo - El Tagamoa
Stand Alone Villa,30000000,6,6,700.0,Yes,Unknown,Beverly Hills,Cash,Ready to move,Finished,Sheikh Zayed
Stand Alone Villa,15887000,5,3,385.0,Unknown,Unknown,Mountain View 1,Unknown Payment,Unknown,Finished,New Cairo - El Tagamoa
Stand Alone Villa,3500000,4,4,,No,Unknown,Unknown,Cash or Installment,Ready to move,Unknown ,Sheikh Zayed
Twin House,8000000,3,3,275.0,No,Unknown,Unknown,Cash,Ready to move,Finished,Madinaty
Stand Alone Villa,3200000,5,5,370.0,No,Unknown,Unknown,Cash,Unknown,Finished,Amreya
Town House,574000,5,4,208.0,No,Unknown,Azzar,Cash or Installment,2023,Semi Finished,New Cairo - El Tagamoa
Stand Alone Villa,7500000,3,3,256.0,No,Unknown,Madinaty,Cash,Ready to move,Finished,Madinaty
Stand Alone Villa,28000000,4,4,390.0,No,Unknown,Mivida,Installment,Ready to move,Finished,New Cairo - El Tagamoa
Stand Alone Villa,21000000,6,8,820.0,No,Unknown,Madinaty,Cash,Ready to move,Finished,Madinaty
Twin House,8000000,5,5,390.0,Unknown,Unknown,Palm Valley,Cash,Unknown,Semi Finished,6th of October
Stand Alone Villa,25000000,5,6,,No,Unknown,Katameya Dunes,Cash,Ready to move,Not Finished,New Cairo - El Tagamoa
Stand Alone Villa,4400000,3,3,230.0,No,Unknown,Madinaty,Cash,Ready to move,Not Finished,Madinaty
Stand Alone Villa,10800000,5,5,556.0,No,Unknown,Palm Hills Katameya Extension,Cash,Ready to move,Semi Finished,New Cairo - El Tagamoa
Stand Alone Villa,1700000,4,5,444.0,Unknown,Unknown,Villette,Cash,Ready to move,Unknown ,New Cairo - El Tagamoa
Stand Alone Villa,15500000,4,5,850.0,No,Unknown,Palm Hills Katameya,Cash,Ready to move,Core & Shell,New Cairo - El Tagamoa
Stand Alone Villa,13000000,4,3,303.0,Unknown,Unknown,Villette,Cash,Unknown,Semi Finished,New Cairo - El Tagamoa
Twin House,9850000,4,4,265.0,Unknown,Unknown,Palm Hills New Cairo,Cash,Ready to move,Core & Shell,New Cairo - El Tagamoa
Stand Alone Villa,19000000,6,5,800.0,No,Unknown,Mountain View 2,Cash,Ready to move,Core & Shell,New Cairo - El Tagamoa
Stand Alone Villa,24000000,6,7,900.0,No,Unknown,Mountain View 2,Cash,Ready to move,Semi Finished,New Cairo - El Tagamoa
Stand Alone Villa,15500000,6,6,705.0,Yes,Unknown,Al Diyar,Cash,Ready to move,Finished,New Cairo - El Tagamoa
Twin House,7000000,5,5,330.0,Unknown,Unknown,Hyde Park New Cairo,Cash,Ready to move,Semi Finished,New Cairo - El Tagamoa
Stand Alone Villa,12500000,5,5,430.0,No,Unknown,Azzar,Installment,soon,Semi Finished,New Cairo - El Tagamoa
Town House,8550000,4,4,206.0,Unknown,Unknown,Azzar,Cash or Installment,Unknown,Unknown ,New Cairo - El Tagamoa
Stand Alone Villa,3500000,4,4,316.0,No,Unknown,Unknown,Cash or Installment,Ready to move,Unknown ,Sheikh Zayed
Stand Alone Villa,12000000,4,4,327.0,No,Unknown,Hyde Park New Cairo,Cash,Ready to move,Semi Finished,New Cairo - El Tagamoa
Town House,5465000,6,6,295.0,No,Unknown,Sarai,Cash or Installment,Ready to move,Semi Finished,New Cairo - El Tagamoa
Stand Alone Villa,12000000,3,4,800.0,No,Unknown,Unknown,Cash,Unknown,Finished,Sheikh Zayed
Stand Alone Villa,11000000,4,4,400.0,Unknown,Unknown,Stone Park,Cash,Ready to move,Semi Finished,New Cairo - El Tagamoa
Stand Alone Villa,17500000,6,5,444.0,Unknown,Unknown,Villette,Cash,Unknown,Semi Finished,New Cairo - El Tagamoa
Stand Alone Villa,5100000,3,3,230.0,No,Unknown,Lake West,Installment,2025,Semi Finished,Sheikh Zayed
Twin House,13560000,4,4,265.0,No,Unknown,Palm Hills New Cairo,Installment,Ready to move,Core & Shell,New Cairo - El Tagamoa
Stand Alone Villa,16300000,5,5,530.0,No,Unknown,Palm Hills Katameya,Cash,Ready to move,Semi Finished,New Cairo - El Tagamoa
Twin House,5280000,4,3,252.0,No,Unknown,Madinaty,Cash or Installment,Ready to move,Core & Shell,Madinaty
Stand Alone Villa,8200000,4,4,340.0,No,Unknown,Al Burouj,Cash or Installment,Ready to move,Finished,Shorouk City
Stand Alone Villa,13200000,4,4,360.0,Unknown,Unknown,Villette,Cash,Ready to move,Semi Finished,New Cairo - El Tagamoa
Town House,1284315,5,5,229.0,Unknown,Unknown,Woodville,Unknown Payment,Ready to move,Semi Finished,Sheikh Zayed
Stand Alone Villa,15500000,5,5,530.0,Unknown,Unknown,Villette,Cash,Unknown,Semi Finished,New Cairo - El Tagamoa
Twin House,10000000,5,3,700.0,No,Unknown,Palm Hills Katameya,Cash,Ready to move,Semi Finished,New Cairo - El Tagamoa
Twin House,7200000,6,3,400.0,No,Unknown,Unknown,Installment,Ready to move,Semi Finished,Sheikh Zayed
Stand Alone Villa,5700000,4,3,390.0,Unknown,Unknown,Mivida,Cash or Installment,Unknown,Unknown ,New Cairo - El Tagamoa
Town House,6300000,4,2,410.0,No,Unknown,Unknown,Installment,Ready to move,Semi Finished,Sheikh Zayed
Stand Alone Villa,6250000,1,1,300.0,Unknown,Unknown,Unknown,Unknown Payment,Unknown,Unknown ,New Cairo - El Tagamoa
Town House,5330000,3,2,212.0,No,Unknown,EL Patio Prime,Installment,soon,Unknown ,Shorouk City
Town House,6920000,4,4,220.0,Unknown,Unknown,Dyar,Unknown Payment,Unknown,Finished,New Cairo - El Tagamoa
Twin House,8600000,5,4,360.0,No,Unknown,Jedar,Installment,Ready to move,Not Finished,Sheikh Zayed
Stand Alone Villa,5700000,4,3,390.0,Unknown,Unknown,Mivida,Cash or Installment,Unknown,Unknown ,New Cairo - El Tagamoa
Stand Alone Villa,3800000,4,5,306.0,No,Unknown,Majorelle,Installment,2024,Semi Finished,Sheikh Zayed
Twin House,11500000,4,4,310.0,Unknown,Unknown,Villette,Cash,Ready to move,Semi Finished,New Cairo - El Tagamoa
Twin House,11600000,4,3,312.0,Unknown,Unknown,Villette,Cash,Unknown,Semi Finished,New Cairo - El Tagamoa
Twin House,14000000,6,5,310.0,No,Unknown,Unknown,Unknown Payment,Unknown,Finished,New Cairo - El Tagamoa
Stand Alone Villa,9000000,5,3,800.0,Unknown,Unknown,Hyde Park New Cairo,Installment,Ready to move,Core & Shell,New Cairo - El Tagamoa
Stand Alone Villa,910000,4,3,253.0,No,Unknown,Hyde Park New Cairo,Cash or Installment,Unknown,Unknown ,New Cairo - El Tagamoa
Stand Alone Villa,900000,3,3,225.0,No,Unknown,Unknown,Cash or Installment,Unknown,Unknown ,North Coast
Twin House,8191700,3,5,280.0,No,Unknown,Hyde Park New Cairo,Unknown Payment,Unknown,Semi Finished,New Cairo - El Tagamoa
Town House,8000000,4,4,223.0,No,Unknown,Palm Hills Alexandria,Cash or Installment,2024,Core & Shell,Kafr Abdo
Town House,5240000,4,4,295.0,No,Unknown,Sarai,Cash or Installment,within 6 months,Unknown ,New Cairo - El Tagamoa
Twin House,13600000,4,3,312.0,Unknown,Unknown,Villette,Cash,Unknown,Finished,New Cairo - El Tagamoa
Twin House,6900000,4,3,330.0,Unknown,Unknown,Hyde Park New Cairo,Installment,Ready to move,Semi Finished,New Cairo - El Tagamoa
Stand Alone Villa,12500000,3,3,333.0,No,Unknown,Madinaty,Cash,Ready to move,Finished,Madinaty
Town House,1100000,3,3,176.0,Unknown,Unknown,Azzar,Installment,soon,Semi Finished,New Cairo - El Tagamoa
Stand Alone Villa,20500000,7,7,470.0,No,Unknown,Palm hills golf extension,Unknown Payment,Ready to move,Semi Finished,Sheikh Zayed
Stand Alone Villa,9000000,4,4,450.0,No,Unknown,May Fair,Cash,Ready to move,Finished,Madinaty
Town House,5400000,3,3,266.0,Unknown,Unknown,Layan,Unknown Payment,Ready to move,Not Finished,New Cairo - El Tagamoa
Town House,5800000,3,3,220.0,Unknown,Unknown,Tag Sultan,Cash,Ready to move,Finished,New Cairo - El Tagamoa
Stand Alone Villa,45000000,4,4,420.0,Yes,Unknown,2020 Compound,Unknown Payment,Unknown,Unknown ,North Coast
Town House,1300000,4,4,225.0,Unknown,Unknown,Azzar,Installment,soon,Semi Finished,New Cairo - El Tagamoa
Stand Alone Villa,15000000,4,4,410.0,No,Unknown,Madinaty,Cash,Ready to move,Finished,Madinaty
Stand Alone Villa,20000000,5,6,615.0,No,Unknown,Madinaty,Cash,Ready to move,Not Finished,Madinaty
Stand Alone Villa,4000000,4,3,180.0,No,Unknown,Unknown,Installment,soon,Unknown ,Asyut City
Town House,5700000,3,3,266.0,Unknown,Unknown,Layan,Unknown Payment,Unknown,Core & Shell,New Cairo - El Tagamoa
Stand Alone Villa,18500000,4,4,467.0,Unknown,Unknown,Madinaty,Cash,Ready to move,Finished,Madinaty
Stand Alone Villa,10500000,6,5,475.0,Unknown,Unknown,Bellagio,Cash,Ready to move,Unknown ,New Cairo - El Tagamoa
Stand Alone Villa,7700000,3,4,480.0,No,Unknown,Madinaty,Installment,Ready to move,Not Finished,Madinaty
Stand Alone Villa,17000000,4,5,538.0,Unknown,Unknown,New Giza,Cash,Unknown,Unknown ,6th of October
Twin House,6400000,3,3,235.0,No,Unknown,Mountain View iCity,Cash or Installment,2024,Core & Shell,New Cairo - El Tagamoa
Town House,6600000,4,4,220.0,No,Unknown,Village West,Cash or Installment,2026,Not Finished,Sheikh Zayed
Town House,6600000,3,3,220.0,No,Unknown,Village West,Installment,2025,Semi Finished,Sheikh Zayed
Town House,6600000,4,4,220.0,Unknown,Unknown,Unknown,Installment,Unknown,Not Finished,Sheikh Zayed
Town House,6550000,4,4,220.0,No,Unknown,Village West,Unknown Payment,2025,Semi Finished,Sheikh Zayed
Stand Alone Villa,22000000,6,5,,No,Unknown,Palm Hills Katameya,Cash,Ready to move,Not Finished,New Cairo - El Tagamoa
Stand Alone Villa,60000000,7,9,,No,Unknown,Katameya Dunes,Cash,Unknown,Unknown ,New Cairo - El Tagamoa
Twin House,9000000,5,5,400.0,No,Unknown,Les Rois,Cash,Ready to move,Core & Shell,New Cairo - El Tagamoa
Stand Alone Villa,16000000,6,6,,No,Unknown,Les Rois,Cash,Ready to move,Semi Finished,New Cairo - El Tagamoa
Stand Alone Villa,9700000,4,4,410.0,No,Unknown,Al Diyar,Cash,Ready to move,Finished,New Cairo - El Tagamoa
Stand Alone Villa,23000000,7,6,,No,Unknown,Katameya Dunes,Cash,Ready to move,Not Finished,New Cairo - El Tagamoa
Stand Alone Villa,5800000,5,3,220.0,Yes,Unknown,Mountain View Hyde Park,Cash or Installment,Ready to move,Finished,New Cairo - El Tagamoa
Stand Alone Villa,15000000,4,4,588.0,Yes,Unknown,Unknown,Cash or Installment,Unknown,Finished,New Cairo - El Tagamoa
Stand Alone Villa,17999000,5,3,,Yes,Unknown,Al Solaimaneyah Golf City,Cash,Unknown,Unknown ,6th of October
Stand Alone Villa,8900000,5,6,420.0,No,Unknown,Hyde Park New Cairo,Cash,Ready to move,Semi Finished,New Cairo - El Tagamoa
Stand Alone Villa,1482000,5,1,228.0,Yes,Unknown,Unknown,Cash,Unknown,Finished,Kafr Shukr
Stand Alone Villa,18000000,7,7,,No,Unknown,Unknown,Cash,Ready to move,Finished,Borg al-Arab
Stand Alone Villa,2000000,3,3,250.0,No,Unknown,Haram City,Cash,Ready to move,Semi Finished,6th of October
Stand Alone Villa,7500000,7,5,,No,Unknown,Unknown,Cash,Ready to move,Finished,Obour City
Twin House,16274424,3,3,238.0,No,Unknown,Swan Lake,Installment,soon,Semi Finished,New Cairo - El Tagamoa
Stand Alone Villa,10500000,4,4,260.0,Unknown,Unknown,Unknown,Cash or Installment,Unknown,Unknown ,New Cairo - El Tagamoa
Stand Alone Villa,1300000,5,5,265.0,Unknown,Unknown,Unknown,Cash or Installment,Ready to move,Unknown ,New Cairo - El Tagamoa
Stand Alone Villa,29000000,6,8,,Yes,Unknown,Unknown,Cash,Ready to move,Unknown ,Sheikh Zayed
Town House,5000000,3,4,238.0,No,Unknown,Unknown,Unknown Payment,Unknown,Not Finished,Madinaty
Stand Alone Villa,22000000,3,3,700.0,No,Unknown,Unknown,Cash,Unknown,Finished,Madinaty
Town House,10300000,3,2,247.0,No,Unknown,Unknown,Cash or Installment,Unknown,Core & Shell,Mostakbal City
Stand Alone Villa,12000000,,7,600.0,No,Unknown,Unknown,Cash,Ready to move,Finished,New Cairo - El Tagamoa
Twin House,1400000,2,2,130.0,No,Unknown,Green Square,Cash or Installment,Ready to move,Semi Finished,Mostakbal City
Twin House,12000000,5,5,500.0,Yes,Unknown,Marina City,Cash or Installment,Ready to move,Finished,New Cairo - El Tagamoa
Stand Alone Villa,8500000,6,5,465.0,No,Unknown,Unknown,Cash,Unknown,Finished,New Cairo - El Tagamoa
Town House,10000000,4,4,250.0,No,Unknown,Dyar,Unknown Payment,Ready to move,Semi Finished,New Cairo - El Tagamoa
Town House,5400000,4,5,266.0,No,Unknown,Layan,Cash,Ready to move,Semi Finished,New Cairo - El Tagamoa
Town House,1300000,4,5,225.0,Unknown,Unknown,Azzar,Installment,2025,Semi Finished,New Cairo - El Tagamoa
Twin House,8291700,4,4,280.0,No,Unknown,Hyde Park New Cairo,Installment,Ready to move,Not Finished,New Cairo - El Tagamoa
Twin House,7200000,3,3,322.0,No,Unknown,Palm Hills New Cairo,Installment,Ready to move,Semi Finished,New Cairo - El Tagamoa
Twin House,11809000,5,5,227.0,Unknown,Unknown,Unknown,Cash or Installment,Unknown,Unknown ,New Cairo - El Tagamoa
Stand Alone Villa,10640000,5,5,270.0,Unknown,Unknown,Unknown,Cash or Installment,Unknown,Unknown ,New Cairo - El Tagamoa
Twin House,5700000,4,4,320.0,No,Unknown,Sama,Cash,Unknown,Finished,Sheikh Zayed
Stand Alone Villa,1200000,3,3,300.0,No,Unknown,Unknown,Cash or Installment,Ready to move,Finished,Borg al-Arab
Stand Alone Villa,7500000,5,4,630.0,No,Unknown,Unknown,Cash,Ready to move,Finished,Sheikh Zayed
Stand Alone Villa,14000000,3,2,540.0,Yes,Unknown,Unknown,Cash,Unknown,Finished,New Damietta
Stand Alone Villa,15000000,3,3,600.0,No,Unknown,Unknown,Cash,Ready to move,Finished,New Cairo - El Tagamoa
Stand Alone Villa,10600000,4,4,385.0,No,Unknown,Palm Hills New Cairo,Installment,soon,Not Finished,New Cairo - El Tagamoa
Town House,1250000,4,4,230.0,No,Unknown,Azzar,Unknown Payment,2025,Semi Finished,New Cairo - El Tagamoa
Stand Alone Villa,2850000,5,5,400.0,Yes,Unknown,Unknown,Cash,Ready to move,Finished,Borg al-Arab
Stand Alone Villa,5000000,5,5,,No,Unknown,Unknown,Cash or Installment,Ready to move,Finished,Borg al-Arab
Stand Alone Villa,1500000,4,4,615.0,No,Unknown,Al Solaimaneyah Golf City,Cash,Ready to move,Semi Finished,Sheikh Zayed
Stand Alone Villa,10500000,5,5,700.0,No,Unknown,Grand Heights,Cash,Ready to move,Finished,Sheikh Zayed
Stand Alone Villa,8500000,5,6,610.0,No,Unknown,Grand Heights,Cash,Ready to move,Unknown ,(View phone number)
Stand Alone Villa,13500000,5,6,750.0,Yes,Unknown,Grand Heights,Cash,Ready to move,Finished,(View phone number)
Stand Alone Villa,28000000,5,6,,Yes,Unknown,Al Rabwa,Cash or Installment,Unknown,Unknown ,(View phone number)
Stand Alone Villa,11500000,3,4,316.0,No,Unknown,Madinaty,Cash,Ready to move,Finished,Madinaty
Stand Alone Villa,740000,4,3,345.0,Unknown,Unknown,Sarai,Unknown Payment,Ready to move,Unknown ,Mostakbal City
Stand Alone Villa,12500000,6,6,645.0,No,Unknown,Fifth Square,Installment,Unknown,Finished,New Cairo - El Tagamoa
Stand Alone Villa,17500000,5,4,,No,Unknown,Unknown,Cash,Ready to move,Not Finished,Madinaty
Stand Alone Villa,9935000,5,4,507.0,No,Unknown,Rock Ville,Cash or Installment,Ready to move,Unknown ,Obour City
Town House,6750000,3,3,230.0,No,Unknown,Rehab City,Cash,Ready to move,Finished,Rehab City
Stand Alone Villa,388000,5,5,468.0,No,Unknown,Al Maqsad,Installment,Ready to move,Finished,New Capital City
Stand Alone Villa,20000000,5,6,629.0,Unknown,Unknown,Madinaty,Cash,Ready to move,Not Finished,Madinaty
Stand Alone Villa,17500000,6,6,629.0,No,Unknown,Madinaty,Cash,Ready to move,Not Finished,Madinaty
Stand Alone Villa,15500000,4,4,460.0,No,Unknown,Madinaty,Cash,Ready to move,Finished,Madinaty
Town House,3400000,3,3,201.0,No,Unknown,Madinaty,Cash or Installment,soon,Core & Shell,Madinaty
Town House,10737880,3,3,220.0,Unknown,Unknown,Unknown,Unknown Payment,2025,Finished,Sheikh Zayed
Stand Alone Villa,4200000,6,5,504.0,No,Unknown,2020 Compound,Cash or Installment,Ready to move,Finished,Borg al-Arab
Stand Alone Villa,1200000,4,3,340.0,Unknown,Unknown,Unknown,Cash or Installment,soon,Finished,Shorouk City
Stand Alone Villa,4500000,6,7,650.0,No,Unknown,Unknown,Installment,Ready to move,Finished,New Cairo - El Tagamoa
Stand Alone Villa,8100000,4,5,462.0,Unknown,Unknown,Taj City,Installment,Ready to move,Semi Finished,New Cairo - El Tagamoa
Stand Alone Villa,12000000,5,4,700.0,No,Unknown,Hyde Park New Cairo,Cash,Ready to move,Semi Finished,New Cairo - El Tagamoa
Stand Alone Villa,11500000,4,4,750.0,No,Unknown,Madinaty,Cash,Ready to move,Not Finished,Madinaty
Town House,3650000,4,3,200.0,Unknown,Unknown,Unknown,Unknown Payment,2024,Not Finished,Sheikh Zayed
Twin House,10000000,5,5,320.0,No,Unknown,El Karma 4,Cash or Installment,Ready to move,Core & Shell,Sheikh Zayed
